# x_m,y_m,w_tr_right_m,w_tr_left_m
441.91838564898353,946.5631724772975,5.0,5.0
441.83149470598437,950.5622280882671,5.0,5.0
441.74460374284536,954.5612837001681,5.0,5.0
441.6577128476929,958.5603393139318,5.0,5.0
441.57082202273887,962.5593949276954,5.0,5.0
441.4839312680997,966.5584505433217,5.0,5.0
441.397040529293,970.5575061598793,5.0,5.0
441.31014963414054,974.5565617717803,5.0,5.0
441.2232586686732,978.5556173855439,5.0,5.0
441.1340164808789,982.5546205779538,5.0,5.0
441.0423999002669,986.5535707194358,5.0,5.0
440.9507827227935,990.5525208450854,5.0,5.0
440.85916720936075,994.5514710098505,5.0,5.0
440.7675525575178,998.5504211932421,5.0,5.0
440.6759384991601,1002.5493713887408,5.0,5.0
440.58432503335644,1006.5483215991408,5.0,5.0
440.49271215777844,1010.5472718197852,5.0,5.0
440.4010998692829,1014.5462220553309,5.0,5.0
440.3094820571132,1018.545172162354,5.0,5.0
440.2178636492463,1022.5441222535446,5.0,5.0
440.12624465231784,1026.5430723316967,5.0,5.0
440.03462506178766,1030.542022393085,5.0,5.0
439.9430048810318,1034.5409724432975,5.0,5.0
439.8513855531346,1038.5399225074798,5.0,5.0
439.7597738900222,1042.538872747682,5.0,5.0
439.66816281271167,1046.5378230009228,5.0,5.0
439.57655232038815,1050.5367732634768,5.0,5.0
439.4849424128188,1054.5357235372066,5.0,5.0
439.3933317702031,1058.5346737969667,5.0,5.0
439.3017175566638,1062.533623973839,5.0,5.0
439.210096379742,1066.5325739951804,5.0,5.0
439.106609000708,1070.5312280226499,5.0,5.0
438.99871042743325,1074.5297719696537,5.0,5.0
438.89081190386787,1078.5283159194514,5.0,5.0
438.78291343315504,1082.5268598701805,5.0,5.0
438.6657035234384,1086.5251366728917,5.0,5.0
438.5441058659926,1090.5232874723151,5.0,5.0
438.4225081385812,1094.521438269876,5.0,5.0
438.30091050465126,1098.5195890702307,5.0,5.0
438.2022430683719,1102.518330768682,5.0,5.0
438.1174589311704,1106.5174314845353,5.0,5.0
438.0326853574952,1110.5165325226262,5.0,5.0
437.9496647141641,1114.5156699148938,5.0,5.0
437.8684264795156,1118.5148443505168,5.0,5.0
437.7871881959727,1122.5140187861398,5.0,5.0
437.7059498624876,1126.5131932199001,5.0,5.0
437.6247114832513,1130.5123676517978,5.0,5.0
437.5434735387098,1134.5115420930088,5.0,5.0
437.46223661024123,1138.5107165547088,5.0,5.0
437.37774109106977,1142.509823472239,5.0,5.0
437.29315188503824,1146.508928428404,5.0,5.0
437.2085633915849,1150.5080333994702,5.0,5.0
437.1239756150171,1154.5071383863688,5.0,5.0
437.0393885553349,1158.5062433900312,5.0,5.0
436.9539119565161,1162.5053292484954,5.0,5.0
436.86614596133586,1166.5043657515198,5.0,5.0
436.7783778527519,1170.5034022042528,5.0,5.0
436.69060762098525,1174.5024386150762,5.0,5.0
436.6028352571884,1178.501474974677,5.0,5.0
436.51506075053476,1182.500511280261,5.0,5.0
436.42728409019765,1186.4995475327596,5.0,5.0
436.3395124693634,1190.4985838839784,5.0,5.0
436.24766668258235,1194.4975285604596,5.0,5.0
436.1553962684702,1198.4964636620134,5.0,5.0
436.06723886041436,1202.495490715839,5.0,5.0
435.9808322528843,1206.4945568135008,5.0,5.0
435.89442567154765,1210.4936229130253,5.0,5.0
435.8080191141926,1214.4926890106872,5.0,5.0
435.72125078353565,1218.4917469760403,5.0,5.0
435.6276287562214,1222.490650667809,5.0,5.0
435.53399169282056,1226.4895540075377,5.0,5.0
435.44035463256296,1230.488457346335,5.0,5.0
435.3467175734695,1234.487360686995,5.0,5.0
435.2195996209048,1238.4853215441108,5.0,5.0
435.0862125852145,1242.4830963928252,5.0,5.0
434.95282555173617,1246.480871236883,5.0,5.0
434.819471001043,1250.4786471631378,5.0,5.0
434.6936081646709,1254.4766652043909,5.0,5.0
434.56853782664984,1258.4747088309377,5.0,5.0
434.4434859894682,1262.4727529603988,5.0,5.0
434.32318439125083,1266.4709363998845,5.0,5.0
434.21379479626194,1270.469439004548,5.0,5.0
434.10076604411006,1274.4678394859657,5.0,5.0
433.97004721558187,1278.4656734159216,5.0,5.0
433.8119247176219,1282.4625173704699,5.0,5.0
433.6244354977971,1286.4580651447177,5.0,5.0
433.3761068411404,1290.4503219462931,5.0,5.0
433.0991599782137,1294.4406840438023,5.0,5.0
432.7550347230863,1298.4257969800383,5.0,5.0
432.37859681621194,1302.4080438716337,5.0,5.0
431.9416956863133,1306.3839814793319,5.0,5.0
431.46611128235236,1310.355551305227,5.0,5.0
430.94598599663004,1314.3215208658949,5.0,5.0
430.32307146687526,1318.2726897783577,5.0,5.0
429.67297427461017,1322.219446880743,5.0,5.0
428.9699977822602,1326.156995717436,5.0,5.0
428.1985557579901,1330.0818227352574,5.0,5.0
427.36067207856104,1333.992953920737,5.0,5.0
426.4658892034786,1337.891507464461,5.0,5.0
425.4953164898325,1341.771791279316,5.0,5.0
424.45926946483087,1345.635208941996,5.0,5.0
423.34094501589425,1349.4755868175998,5.0,5.0
422.1635309003759,1353.298339852132,5.0,5.0
420.916722732014,1357.099051068537,5.0,5.0
419.6097534085857,1360.8794902907684,5.0,5.0
418.2210806128569,1364.6306621721014,5.0,5.0
416.7619400845142,1368.3549417005852,5.0,5.0
415.23984735284466,1372.0539801968262,5.0,5.0
413.6665205725003,1375.7314798356965,5.0,5.0
412.0516470321454,1379.3910122988746,5.0,5.0
410.38799373502843,1383.0285673411563,5.0,5.0
408.6876465398818,1386.6491759316996,5.0,5.0
406.9101586204488,1390.2323310207576,5.0,5.0
405.0752452198649,1393.7866365127265,5.0,5.0
403.2084810145898,1397.3243084382266,5.0,5.0
401.27731482696254,1400.8270217673853,5.0,5.0
399.3011905273888,1404.304795213975,5.0,5.0
397.2729442800628,1407.7521639224142,5.0,5.0
395.1595163089223,1411.1481819963083,5.0,5.0
393.01892747334205,1414.5271673211828,5.0,5.0
390.81737970316317,1417.8667048560455,5.0,5.0
388.58237027702853,1421.1840396085754,5.0,5.0
386.2947196105961,1424.465128541924,5.0,5.0
383.92895745032,1427.6904408475384,5.0,5.0
381.52704447030555,1430.888933710754,5.0,5.0
379.0821276024217,1434.0547475302592,5.0,5.0
376.59923504514154,1437.1906867101789,5.0,5.0
374.0655167509103,1440.2857989836484,5.0,5.0
371.47813633154146,1443.336004799232,5.0,5.0
368.8385201857891,1446.3413994694129,5.0,5.0
366.15211641415954,1449.30495331157,5.0,5.0
363.41882167675067,1452.2253484884277,5.0,5.0
360.66572958312463,1455.1271206950769,5.0,5.0
357.8470041882247,1457.9647879116237,5.0,5.0
354.9800565354526,1460.754158783704,5.0,5.0
352.084026100114,1463.5131429927424,5.0,5.0
349.12487801886164,1466.204435433261,5.0,5.0
346.1466462294338,1468.8746536960825,5.0,5.0
343.1245491859736,1471.4949676310644,5.0,5.0
340.0652749645524,1474.0719146039337,5.0,5.0
336.990229959134,1476.6300028683618,5.0,5.0
333.8421308103716,1479.097418198362,5.0,5.0
330.669322631089,1481.5332499612123,5.0,5.0
327.45512522396166,1483.9138736613095,5.0,5.0
324.19686926237773,1486.2341220229864,5.0,5.0
320.92547417234164,1488.5358055774122,5.0,5.0
317.61459036543965,1490.7801436204463,5.0,5.0
314.2755248922622,1492.9825559882447,5.0,5.0
310.9022683223011,1495.1318668294698,5.0,5.0
307.47994579433,1497.202466913499,5.0,5.0
304.0443946297746,1499.2510856529698,5.0,5.0
300.5692684252281,1501.2311825621873,5.0,5.0
297.056556843454,1503.1445018006489,5.0,5.0
293.5299980388954,1505.0320861116052,5.0,5.0
289.95335149148013,1506.8229363849387,5.0,5.0
286.3643282444682,1508.5889597190544,5.0,5.0
282.74563645327,1510.2930247737095,5.0,5.0
279.0962103632046,1511.9305226653814,5.0,5.0
275.4390561041655,1513.5507449675351,5.0,5.0
271.7508320993511,1515.0985343167558,5.0,5.0
268.03973120241426,1516.5910886926576,5.0,5.0
264.30812866881024,1518.0310292458162,5.0,5.0
260.5442623522831,1519.3849181653932,5.0,5.0
256.77138743561227,1520.71350142546,5.0,5.0
252.9683382064104,1521.9520461466163,5.0,5.0
249.1453607454896,1523.128818238154,5.0,5.0
245.31109030835796,1524.2678823862225,5.0,5.0
241.43932806362864,1525.272233594209,5.0,5.0
237.55937506537884,1526.2448259927332,5.0,5.0
233.66643399442546,1527.1631799498573,5.0,5.0
229.7615756279556,1528.030384792015,5.0,5.0
225.8420246944297,1528.8273067101836,5.0,5.0
221.904884597403,1529.5334089361131,5.0,5.0
217.95700653502718,1530.1747508691624,5.0,5.0
213.99469518766273,1530.7219230132177,5.0,5.0
210.02624245919287,1531.2232978818938,5.0,5.0
206.04968203045428,1531.6530484883115,5.0,5.0
202.06705117365345,1532.025203090161,5.0,5.0
198.0784444140736,1532.3260368062183,5.0,5.0
194.08704733126797,1532.5882265986875,5.0,5.0
190.09079222672153,1532.759686080739,5.0,5.0
186.09332860040013,1532.9006950501353,5.0,5.0
182.09509434713982,1533.019237646833,5.0,5.0
178.09578549093567,1533.076201742515,5.0,5.0
174.09579066454899,1533.073724059388,5.0,5.0
170.09579591813963,1533.0675723170862,5.0,5.0
166.09580094506964,1533.0618007360026,5.0,5.0
162.0958565918263,1533.0536175882444,5.0,5.0
158.09621568536386,1533.00005944632,5.0,5.0
154.09657475166023,1532.9465034920722,5.0,5.0
150.09665366692934,1532.922579543665,5.0,5.0
146.0967105134623,1532.9013516725972,5.0,5.0
142.0967745387461,1532.8788739675656,5.0,5.0
138.09685263980646,1532.8539608437568,5.0,5.0
134.09692368994,1532.8303918326274,5.0,5.0
130.09696442564018,1532.8135364633054,5.0,5.0
126.09700831153896,1532.8262447081506,5.0,5.0
122.09708005946595,1532.819178151898,5.0,5.0
118.09772100055125,1532.7557068215683,5.0,5.0
114.09869101073127,1532.6676444495097,5.0,5.0
110.09966101858299,1532.5795822422951,5.0,5.0
106.1006310241064,1532.4915201943368,5.0,5.0
102.10160102287773,1532.4034583093598,5.0,5.0
98.10257102141622,1532.3153965855017,5.0,5.0
94.10354108794127,1532.2273317547515,5.0,5.0
90.104465568671,1532.1413660123944,5.0,5.0
86.10538558207918,1532.0556057570502,5.0,5.0
82.10630562598817,1531.9698442555964,5.0,5.0
78.10722567141056,1531.8840824933723,5.0,5.0
74.10814569634385,1531.7983213784173,5.0,5.0
70.10906570183579,1531.7125609200448,5.0,5.0
66.10998568998184,1531.6268011117354,5.0,5.0
62.11090565880295,1531.5410419525579,5.0,5.0
58.111825610278174,1531.4552834415808,5.0,5.0
54.11274554452393,1531.3695255815983,5.0,5.0
50.1136654347647,1531.2837696038187,5.0,5.0
46.114556173211895,1531.1993883997202,5.0,5.0
42.11543391935993,1531.1156206466258,5.0,5.0
38.11631167901214,1531.0318521056324,5.0,5.0
34.11718945542816,1530.9480827776715,5.0,5.0
30.11806724849157,1530.864312665537,5.0,5.0
26.11906284466386,1530.7751066247001,5.0,5.0
22.12007042323239,1530.68535498064,5.0,5.0
18.121148050413467,1530.5925356214866,5.0,5.0
14.122227376210503,1530.4996435828507,5.0,5.0
10.12341272586491,1530.4023083830252,5.0,5.0
6.124614144209772,1530.3043031841516,5.0,5.0
2.1258156108669937,1530.20629788097,5.0,5.0
-1.8729052628623322,1530.1051724525169,5.0,5.0
-5.871625930303708,1530.00403823331,5.0,5.0
-9.87034657492768,1529.9029021561146,5.0,5.0
-13.86906719324179,1529.80176421348,5.0,5.0
-17.86778777872678,1529.7006243998185,5.0,5.0
-21.8665083325468,1529.5994827141985,5.0,5.0
-25.865228846902028,1529.498339150101,5.0,5.0
-29.863487587077543,1529.380424044095,5.0,5.0
-33.861180870444514,1529.2451360905543,5.0,5.0
-37.85839455714449,1529.0959536684677,5.0,5.0
-41.85530367412139,1528.938957342878,5.0,5.0
-45.84922571713105,1528.7186598973349,5.0,5.0
-49.843049812247045,1528.4964776309207,5.0,5.0
-53.83464362099767,1528.2397399349138,5.0,5.0
-57.822364025749266,1527.927285373211,5.0,5.0
-61.80713599501178,1527.5785962669179,5.0,5.0
-65.78747600561474,1527.1844136770815,5.0,5.0
-69.76118869101629,1526.7269990677014,5.0,5.0
-73.72517156519461,1526.1920848488808,5.0,5.0
